country,player_name,player_club,in_top_5_league,player_age,market_value,market_value_int
Marshall Islands,Gabino Gallegos,UnknownUnknown,False,19,,0
Marshall Islands,Vinay Kumar,UnknownUnknown,False,19,,0
Marshall Islands,Folliet Schutz,Hilo Vulcans (Univ. of Hawaii at Hilo),False,23,,0
Marshall Islands,Lucas Schriver,Wheaton Thunder (Wheaton College),False,19,,0
Marshall Islands,Zach Hill,UnknownUnknown,False,22,,0
Marshall Islands,Aaron Anitok-Brokken,Clark College Penguins,False,18,,0
Marshall Islands,Seth Sidle,Without ClubWithout Club,False,23,,0
Marshall Islands,Kairos Zinihite,UnknownUnknown,False,22,,0
Marshall Islands,Matt John,UnknownUnknown,False,24,,0
Bosnia and Herzegovina,Nikola Vasilj,FC St. Pauli,True,30,€4.50m,4500000
Bosnia and Herzegovina,Martin Zlomislic,HNK Rijeka,False,27,€2.00m,2000000
Bosnia and Herzegovina,Osman Hadzikic,Slaven Belupo Koprivnica,False,29,€400k,400000
Bosnia and Herzegovina,Tarik Muharemović,US Sassuolo,False,23,€14.00m,14000000
Bosnia and Herzegovina,Sead Kolasinac,Atalanta BC,False,32,€6.00m,6000000
Bosnia and Herzegovina,Adrian Leon Barisic,SC Braga,False,24,€4.00m,4000000
Bosnia and Herzegovina,Nikola Katic,FC Schalke 04,False,29,€1.80m,1800000
Bosnia and Herzegovina,Dennis Hadzikadunic,UC Sampdoria,False,27,€1.30m,1300000
Bosnia and Herzegovina,Nihad Mujakic,Gaziantep FK,False,27,€1.20m,1200000
Bosnia and Herzegovina,Emir Karic,SK Sturm Graz,False,28,€1.50m,1500000
Bosnia and Herzegovina,Amar Dedić,SL Benfica,False,23,€15.00m,15000000
Bosnia and Herzegovina,Arjan Malic,SK Sturm Graz,False,20,€1.80m,1800000
Bosnia and Herzegovina,Amir Hadziahmetovic,Hull City,False,28,€4.20m,4200000
Bosnia and Herzegovina,Ivan Sunjic,Pafos FC,False,29,€1.80m,1800000
Bosnia and Herzegovina,Dzenis Burnic,Karlsruher SC,False,27,€1.20m,1200000
Bosnia and Herzegovina,Benjamin Tahirović,Bröndby IF,False,23,€4.50m,4500000
Bosnia and Herzegovina,Armin Gigovic,BSC Young Boys,False,23,€2.50m,2500000
Bosnia and Herzegovina,Ivan Basic,FC Astana,False,23,€1.20m,1200000
Bosnia and Herzegovina,Dario Saric,Antalyaspor,False,28,€700k,700000
Bosnia and Herzegovina,Amar Memić,FC Viktoria Plzen,False,25,€3.50m,3500000
Bosnia and Herzegovina,Kerim Alajbegovic,Red Bull Salzburg,False,18,€8.00m,8000000
Bosnia and Herzegovina,Esmir Bajraktarevic,PSV Eindhoven,False,20,€5.00m,5000000
Bosnia and Herzegovina,Haris Tabakovic,Borussia Mönchengladbach,True,31,€3.00m,3000000
Bosnia and Herzegovina,Samed Bazdar,Jagiellonia Bialystok,False,22,€1.50m,1500000
Bosnia and Herzegovina,Edin Dzeko,FC Schalke 04,False,39,€1.50m,1500000
Chad,Jourdain Mbaynaissem,Venda Football Club,False,32,€50k,50000
Chad,Eli Matthieu Adaoussou,Renaissance FC N'Djamena,False,32,,0
Chad,Mbaiossoum Samba Diallo,FC 15 de Agosto de Akonibe,False,23,,0
Chad,Felix Noubara,AS PSI,False,20,€50k,50000
Chad,Wanre Daikreo,Gazelle FA de Garoua,False,25,€50k,50000
Chad,Ahmat Mahamat Abakar,AS PSI,False,25,,0
Chad,Charles Tchouplaou,Casric Stars FC,False,25,€50k,50000
Chad,Gabkala Daba,AS PSI,False,22,€25k,25000
Chad,Dia Wah Michael,Without ClubWithout Club,False,26,€50k,50000
Chad,Djawal Kaiba,FC Wil 1900,False,23,€250k,250000
Chad,Mahamat Thiam,Yverdon Sport FC,False,24,€75k,75000
Chad,Wiliam Damba,Without ClubWithout Club,False,22,€75k,75000
Chad,Natoyoum Osee,AS Coton Tchad N'Djamena,False,30,€50k,50000
Chad,Yves Allarabaye,Foullah Edifice,False,22,€75k,75000
Chad,Franky Tchaouna,Enna Calcio,False,20,€50k,50000
Chad,Benjamin Merba,Foullah Edifice,False,-,€25k,25000
Chad,Lassine Kouma,Young Africans SC,False,21,,0
Chad,Célestin Ecua,JS Kabylie,False,24,€50k,50000
Chad,Djedanoum Fabien,FC Aiglons (Tchad),False,-,€25k,25000
Chad,Marius Mouandilmadji,Samsunspor,False,28,€4.50m,4500000
Chad,Haroun Tchaouna,Zabbar St. Patrick FC,False,25,€100k,100000
Chad,Franck Tchaouna,Enna Calcio,False,20,€50k,50000
Sint Maarten,Tyrell Richardson,VV Spijkenisse,False,22,,0
Sint Maarten,Chandro Wilkin,Barton Cougars (Barton Community College),False,19,,0
Sint Maarten,Cartalino Joseph,VV Rijnmond Hoogvliet Sport,False,23,,0
Sint Maarten,Mitchell de Nooijer,VV GOES,False,26,,0
Sint Maarten,Diaro Forsythe,VV Rijen,False,25,,0
Sint Maarten,Mike Richardson,USV Hercules U19,False,17,,0
Sint Maarten,Duane Tjen-A-Kwoei,VV Nieuwenhoorn,False,27,,0
Sint Maarten,Ilounga Pata,TOP Oss,False,25,€100k,100000
Sint Maarten,Quinton Christina,CVV Inter Willemstad,False,30,,0
Sint Maarten,Kael Richards,City Soccer FC,False,26,,0
Sint Maarten,Oliver Hobgood,Herning Fremad,False,21,,0
Sint Maarten,Ties Kerssies,RODA '46 Leusden,False,22,,0
Sint Maarten,Imar Kort,HSV De Zuidvogels Huizen,False,27,,0
Sint Maarten,Kay Gerritsen,FC VVC Nieuw-Vennep,False,28,,0
Sint Maarten,Chovanie Amatkarijo,FK Liepaja,False,26,€225k,225000
Sint Maarten,Gerwin Lake,VV Rijnmond Hoogvliet Sport,False,29,,0
Sint Maarten,Sergio Hughes,XerxesDZB Rotterdam,False,23,,0
Sint Maarten,Elmer de Vries,TOGB Berkel,False,25,,0
Sint Maarten,Khalid Tavernier,SCSA Eagles,False,24,,0
Sint Maarten,T-Shawn Illidge,VV UNA Veldhoven,False,22,,0
Sint Maarten,Len Bleeker,CION Vlaardingen,False,20,,0
Saint Vincent and the Grenadines,Dondré Abraham,Billericay Town,False,19,,0
Saint Vincent and the Grenadines,Samir Bristol,Blinn College Buccaneers,False,20,,0
Saint Vincent and the Grenadines,Garwin Davis,Harbour View FC,False,21,,0
Saint Vincent and the Grenadines,Lázaro Lynch,System 3,False,18,,0
Saint Vincent and the Grenadines,Dimitri Thomas,Jebelle FC,False,19,,0
Saint Vincent and the Grenadines,Dondre Charles,Doc's United FC,False,26,,0
Saint Vincent and the Grenadines,Andrew Johnson,Charlotte FC,False,22,,0
Saint Vincent and the Grenadines,Nigel Charles,Camdonia Chelsea SC,False,22,,0
Saint Vincent and the Grenadines,Jamal Yorke,Parham FC,False,34,,0
Saint Vincent and the Grenadines,Tristan Marshall,Makedonikos Neapolis,False,22,,0
Saint Vincent and the Grenadines,Najima Burgin,Jebelle FC,False,28,,0
Saint Vincent and the Grenadines,Jomarie Lynch,Layou FC,False,27,,0
Saint Vincent and the Grenadines,Diel Spring,North Leeward Predators,False,25,,0
Saint Vincent and the Grenadines,J'Quan Glasgow,Avenues United,False,20,,0
Saint Vincent and the Grenadines,Mackellie Ferdinand,Camdonia Chelsea SC,False,-,,0
Saint Vincent and the Grenadines,Tevin Thompson,Hope International FC,False,23,,0
Saint Vincent and the Grenadines,Addeen Charles,North Leeward Predators,False,29,,0
Saint Vincent and the Grenadines,Kennijah Joseph,Layou FC,False,25,,0
Saint Vincent and the Grenadines,Chad Haynes,Avenues United,False,24,,0
Saint Vincent and the Grenadines,Kirtney Franklyn,North Leeward Predators,False,21,,0
Saint Vincent and the Grenadines,Micah Joseph,Simcoe County Rovers FC,False,22,,0
Saint Vincent and the Grenadines,Saviola Blake,UnknownUnknown,False,21,,0
Saint Vincent and the Grenadines,Milton Joseph,Simcoe County Rovers FC,False,21,,0
Saint Vincent and the Grenadines,Nazir McBurnette,Hope International FC,False,33,,0
Saint Vincent and the Grenadines,Cornelius Stewart,PS Barito Putera,False,36,€50k,50000
Saint Vincent and the Grenadines,Oalex Anderson,Las Vegas Lights FC,False,30,€200k,200000
Saint Vincent and the Grenadines,Kyle Edwards,Sacramento Republic FC,False,29,€175k,175000
Saint Vincent and the Grenadines,Shayne Lynch,SV United,False,24,,0
Saint Vincent and the Grenadines,Koby Maingot,North Leeward Predators,False,23,,0
Saint Vincent and the Grenadines,Garret Leigertwood,Avenues United,False,26,,0
Saint Vincent and the Grenadines,Azinho Solomon,System 3,False,31,,0
Saint Vincent and the Grenadines,Steven Pierre,Jebelle FC,False,20,,0
Denmark,Mads Hermansen,West Ham United,True,25,€15.00m,15000000
Denmark,Filip Jørgensen,Chelsea FC,True,23,€15.00m,15000000
Denmark,Kasper Schmeichel,Celtic FC,False,39,€300k,300000
Denmark,Joachim Andersen,Fulham FC,False,29,€25.00m,25000000
Denmark,Lucas Høgsberg,RC Strasbourg Alsace,False,19,€12.00m,12000000
Denmark,Andreas Christensen,FC Barcelona,True,29,€10.00m,10000000
Denmark,Victor Nelsson,Hellas Verona,False,27,€7.50m,7500000
Denmark,Jannik Vestergaard,Leicester City,False,33,€1.80m,1800000
Denmark,Patrick Dorgu,Manchester United,True,21,€30.00m,30000000
Denmark,Morten Hjulmand,Sporting CP,False,26,€50.00m,50000000
Denmark,Pierre-Emile Højbjerg,Olympique Marseille,True,30,€18.00m,18000000
Denmark,Christian Nørgaard,Arsenal FC,True,31,€9.00m,9000000
Denmark,Victor Froholdt,FC Porto,False,20,€30.00m,30000000
Denmark,Matt O'Riley,Brighton & Hove Albion,True,25,€20.00m,20000000
Denmark,Philip Billing,FC Midtjylland,False,29,€7.00m,7000000
Denmark,Nikolas Nartey,VfB Stuttgart,True,26,€2.00m,2000000
Denmark,Mikkel Damsgaard,Brentford FC,True,25,€30.00m,30000000
Denmark,Christian Eriksen,VfL Wolfsburg,True,34,€3.00m,3000000
Denmark,Jacob Bruun Larsen,Burnley FC,True,27,€5.00m,5000000
Denmark,Gustav Isaksen,SS Lazio,False,24,€17.00m,17000000
Denmark,Rasmus Højlund,SSC Napoli,False,23,€45.00m,45000000
Denmark,Mika Biereth,AS Monaco,True,23,€22.00m,22000000
Denmark,Jonas Wind,VfL Wolfsburg,True,27,€7.00m,7000000
Belarus,Fedor Lapoukhov,CSKA Sofia,False,22,€1.50m,1500000
Belarus,Maksim Plotnikov,Zhenis Astana,False,28,€400k,400000
Belarus,Maksim Belov,Dynamo Brest,False,26,€350k,350000
Belarus,Egor Parkhomenko,CSKA 1948,False,23,€600k,600000
Belarus,Egor Khvalko,FC Atyrau,False,29,€600k,600000
Belarus,Pavel Zabelin,Akritas Chlorakas,False,30,€300k,300000
Belarus,Vladislav Kalinin,Dinamo Minsk,False,24,€300k,300000
Belarus,Kirill Pechenin,Krylya Sovetov Samara,False,28,€1.20m,1200000
Belarus,Vladislav Malkevich,Ural Yekaterinburg,False,26,€350k,350000
Belarus,Vadim Pigas,FC Pari Nizhniy Novgorod,False,24,€800k,800000
Belarus,Roman Begunov,Dinamo Minsk,False,32,€250k,250000
Belarus,Evgeniy Yablonskiy,Asteras Aktor,False,30,€500k,500000
Belarus,Nikita Korzun,FC Aktobe,False,31,€450k,450000
Belarus,Maks Ebong,CSKA Sofia,False,26,€800k,800000
Belarus,Nikolay Ivanov,Lokomotiv Tashkent,False,26,€500k,500000
Belarus,Valeriy Gromyko,ML Vitebsk,False,29,€1.50m,1500000
Belarus,Nikita Demchenko,FC Vizela,False,23,€500k,500000
Belarus,Artem Kontsevoy,ML Vitebsk,False,26,€600k,600000
Belarus,Evgeniy Malashevich,Dinamo Minsk,False,23,€500k,500000
Belarus,Trofim Melnichenko,FC Porto B,False,19,€1.00m,1000000
Belarus,Vitaliy Lisakovich,Without ClubWithout Club,False,28,€700k,700000
Belarus,Aleksandr Shestyuk,FK Radnicki Nis,False,23,€600k,600000
Belarus,German Barkovskiy,Piast Gliwice,False,23,€500k,500000
Belarus,Karen Vardanyan,Dinamo Minsk,False,22,€400k,400000
Zimbabwe,Elvis Chipezeze,Magesi FC,False,35,€25k,25000
Zimbabwe,Martin Mapisa,Hardrock Football Club,False,27,€25k,25000
Zimbabwe,Washington Arubi,Marumo Gallants FC,False,40,€25k,25000
Zimbabwe,Munashe Garananga,Hibernian FC,False,25,€2.00m,2000000
Zimbabwe,Teenage Hadebe,FC Cincinnati,False,30,€1.00m,1000000
Zimbabwe,Gerald Takwara,El Ettihad Al-Misraty SC,False,31,€275k,275000
Zimbabwe,Brendan Galloway,Plymouth Argyle,False,29,€250k,250000
Zimbabwe,Isheanesu Mauchi,Chippa United,False,23,€75k,75000
Zimbabwe,Alec Mudimu,Flint Town United,False,30,€50k,50000
Zimbabwe,Divine Lunga,Mamelodi Sundowns FC,False,30,€650k,650000
Zimbabwe,Sean Fusire,Sheffield Wednesday,False,20,€700k,700000
Zimbabwe,Emmanuel Jalai,Durban City Football Club,False,27,€150k,150000
Zimbabwe,Godknows Murwira,Scottland Football Club,False,32,€50k,50000
Zimbabwe,Marvelous Nakamba,Sheffield Wednesday,False,32,€1.00m,1000000
Zimbabwe,Prosper Padera,SJK Seinäjoki,False,19,€100k,100000
Zimbabwe,Andy Rinomhota,Reading FC,False,28,€600k,600000
Zimbabwe,Jonah Fabisch,FC Erzgebirge Aue,False,24,€250k,250000
Zimbabwe,Tawanda Chirewa,Barnsley FC,False,22,€500k,500000
Zimbabwe,Knowledge Musona,Scottland Football Club,False,35,€250k,250000
Zimbabwe,Bill Antonio,KV Mechelen,False,23,€1.20m,1200000
Zimbabwe,Daniel Msendami,Orlando Pirates,False,25,€400k,400000
Zimbabwe,Ishmael Wadi,Central African Pharmaceutical Society United FC,False,33,€50k,50000
Zimbabwe,Junior Zindoga,TS Galaxy FC,False,27,€50k,50000
Zimbabwe,Tadiwanashe Chakuchichi,Scottland Football Club,False,16,€50k,50000
Zimbabwe,Tawanda Maswanhise,Motherwell FC,False,23,€3.50m,3500000
Zimbabwe,Prince Dube,Young Africans SC,False,29,€250k,250000
Zimbabwe,Macauley Bonne,Billericay Town,False,30,€100k,100000
Zimbabwe,Washington Navaya,Hardrock Football Club,False,27,€25k,25000
Antigua and Barbuda,Jayden Martin,All Saints United,False,23,,0
Antigua and Barbuda,Shahoi Dorsett,FCV Grace Dieu,False,21,,0
Antigua and Barbuda,Taj Moore,Brock University,False,20,,0
Antigua and Barbuda,Shakore Simon,Old Road FC,False,26,,0
Antigua and Barbuda,Roneba Cordice,All Saints United,False,20,,0
Antigua and Barbuda,Kylano Isaac,Graceland University,False,21,,0
Antigua and Barbuda,Leroy Graham,All Saints United,False,26,,0
Antigua and Barbuda,Antonio Morgan,Welling United,False,19,,0
Antigua and Barbuda,Luther James-Wildin,Stevenage FC,False,28,€400k,400000
Antigua and Barbuda,Amir Daley,Birmingham Legion FC,False,24,€100k,100000
Antigua and Barbuda,Zafique Drew,All Saints United,False,22,,0
Antigua and Barbuda,Tyrik Hughes,Villa Lions FC,False,20,,0
Antigua and Barbuda,TJ Bramble,Maidstone United,False,24,,0
Antigua and Barbuda,Jahzinho O'Garro,All Saints United,False,23,,0
Antigua and Barbuda,Vaughn Jackson,All Saints United,False,17,,0
Antigua and Barbuda,Karique Knight,All Saints United,False,20,,0
Antigua and Barbuda,Shalon Knight,All Saints United,False,26,,0
Antigua and Barbuda,D'Andre Bishop,All Saints United,False,23,,0
Antigua and Barbuda,Raheem Deterville,All Saints United,False,26,,0
Antigua and Barbuda,Sean Tomlinson,CF Lorca Deportiva B,False,21,,0
Antigua and Barbuda,Keon Greene,Potters Tigers FC,False,25,,0
Antigua and Barbuda,Drake Hadeed,Carolina Core FC,False,18,,0
Antigua and Barbuda,Shackwon Simon,Old Road FC,False,23,,0
Italy,Gianluigi Donnarumma,Manchester City,True,27,€45.00m,45000000
Italy,Guglielmo Vicario,Tottenham Hotspur,True,29,€30.00m,30000000
Italy,Marco Carnesecchi,Atalanta BC,False,25,€25.00m,25000000
Italy,Elia Caprile,Cagliari Calcio,False,24,€15.00m,15000000
Italy,Alessandro Bastoni,Inter Milan,True,26,€80.00m,80000000
Italy,Alessandro Buongiorno,SSC Napoli,False,26,€45.00m,45000000
Italy,Matteo Gabbia,AC Milan,True,26,€20.00m,20000000
Italy,Gianluca Mancini,AS Roma,True,29,€15.00m,15000000
Italy,Federico Dimarco,Inter Milan,True,28,€50.00m,50000000
Italy,Riccardo Calafiori,Arsenal FC,True,23,€50.00m,50000000
Italy,Giovanni Di Lorenzo,SSC Napoli,False,32,€10.00m,10000000
Italy,Sandro Tonali,Newcastle United,True,25,€75.00m,75000000
Italy,Manuel Locatelli,Juventus FC,True,28,€25.00m,25000000
Italy,Samuele Ricci,AC Milan,True,24,€25.00m,25000000
Italy,Bryan Cristante,AS Roma,True,31,€7.00m,7000000
Italy,Nicolò Barella,Inter Milan,True,29,€60.00m,60000000
Italy,Davide Frattesi,Inter Milan,True,26,€28.00m,28000000
Italy,Raoul Bellanova,Atalanta BC,False,25,€22.00m,22000000
Italy,Andrea Cambiaso,Juventus FC,True,26,€30.00m,30000000
Italy,Mattia Zaccagni,SS Lazio,False,30,€15.00m,15000000
Italy,Riccardo Orsolini,Bologna FC 1909,False,29,€25.00m,25000000
Italy,Matteo Politano,SSC Napoli,False,32,€8.00m,8000000
Italy,Giacomo Raspadori,Atalanta BC,False,26,€22.00m,22000000
Italy,Mateo Retegui,Al-Qadsiah FC,False,26,€40.00m,40000000
Italy,Pio Esposito,Inter Milan,True,20,€35.00m,35000000
Italy,Gianluca Scamacca,Atalanta BC,False,27,€25.00m,25000000
Sri Lanka,Kaveesh Lakpriya Fernando,New Radiant SC,False,30,€50k,50000
Sri Lanka,Mohamed Mursith,Blue Star SC,False,25,,0
Sri Lanka,Ahamed Shareef,UnknownUnknown,False,-,,0
Sri Lanka,Claudio Kammerknecht,SG Dynamo Dresden,False,26,€400k,400000
Sri Lanka,Jason Thayaparan,SV Rot-Weiss Wittlich,False,30,,0
Sri Lanka,Zahi Addis,Hume City FC,False,22,,0
Sri Lanka,William Thomason,Without ClubWithout Club,False,23,,0
Sri Lanka,Barath Suresh,Langwarrin SC,False,22,€25k,25000
Sri Lanka,Aman Faizer,Renown SC,False,26,€25k,25000
Sri Lanka,Steven Sacayaradjy,KF Delvina,False,29,€10k,10000
Sri Lanka,Garrett Kelly,FK Alay Osh,False,29,€50k,50000
Sri Lanka,Anujan Rajendram,Oppsal IF Fotball,False,25,€25k,25000
Sri Lanka,Geremi Perera,SC Eltersdorf,False,21,,0
Sri Lanka,Leon Perera,Lüneburger SK Hansa,False,29,,0
Sri Lanka,Niloshan Senthurvasan,Drøbak-Frogn IL,False,23,,0
Sri Lanka,Dillon De Silva,Maidenhead United,False,23,€25k,25000
Sri Lanka,Regize Canistan,Entente Sannois Saint-Gratien,False,28,,0
Sri Lanka,Adhavan Rajamohan,IFK Haninge,False,33,€50k,50000
Sri Lanka,Muhammedhu Munsif,UnknownUnknown,False,-,,0
Sri Lanka,Sam Durrant,Karvan Yevlakh,False,24,€200k,200000
Sri Lanka,Wade Dekker,Dandenong Thunder SC,False,31,€100k,100000
Sri Lanka,Ahmed Waseem Razeek,Eastern District,False,31,€100k,100000
Sri Lanka,Oliver Kelaart,Altona Magic SC,False,27,€50k,50000
Faroe Islands,Mattias Lamhauge,Strømsgodset IF,False,26,€450k,450000
Faroe Islands,Bárdur á Reynatröd,Víkingur Gøta,False,26,€200k,200000
Faroe Islands,Bjarti Mørk,HB Tórshavn,False,24,€125k,125000
Faroe Islands,Andrias Edmundsson,Hellas Verona,False,25,€800k,800000
Faroe Islands,Samuel Chukwudi,SJK Seinäjoki,False,22,€300k,300000
Faroe Islands,Gunnar Vatnhamar,Víkingur Reykjavík,False,30,€300k,300000
Faroe Islands,Gullbrandur Øregaard,Sandnes Ulf,False,23,€150k,150000
Faroe Islands,Odmar Færø,KÍ Klaksvík,False,36,€25k,25000
Faroe Islands,Martin Agnarsson,Aarhus Fremad,False,22,€600k,600000
Faroe Islands,Viljormur Davidsen,HB Tórshavn,False,34,€100k,100000
Faroe Islands,Jóannes Danielsen,KÍ Klaksvík,False,28,€200k,200000
Faroe Islands,Hanus Sørensen,NK Triglav Kranj,False,25,€200k,200000
Faroe Islands,Jann Benjaminsen,NSÍ Runavík,False,29,€150k,150000
Faroe Islands,Jákup Andreasen,KÍ Klaksvík,False,27,€300k,300000
Faroe Islands,Noah Mneney,HB Tórshavn,False,23,€200k,200000
Faroe Islands,Brandur Hendriksson,NSÍ Runavík,False,30,€300k,300000
Faroe Islands,Géza Dávid Turi,Grimsby Town,False,24,€150k,150000
Faroe Islands,Meinhard Olsen,Kolding IF,False,28,€400k,400000
Faroe Islands,Adrian Justinussen,AC Horsens,False,27,€650k,650000
Faroe Islands,Poul Kallsberg,Hilleröd Fodbold,False,23,€250k,250000
Faroe Islands,Árni Frederiksberg,KÍ Klaksvík,False,33,€225k,225000
Faroe Islands,Jóannes Bjartalid,Qyzyljar Petropavlovsk,False,29,€300k,300000
Faroe Islands,Páll Klettskard,KÍ Klaksvík,False,35,€75k,75000
Faroe Islands,Jóan Símun Edmundsson,KA Akureyri,False,34,€75k,75000
Liechtenstein,Justin Ospelt,Sportfreunde Siegen,False,26,€150k,150000
Liechtenstein,Benjamin Büchel,FC Vaduz,False,36,€50k,50000
Liechtenstein,Gabriel Foser,USV Eschen/Mauren,False,23,,0
Liechtenstein,Lars Traber,SC Brühl SG,False,25,€200k,200000
Liechtenstein,Felix Oberwaditzer,SC Austria Lustenau,False,19,€25k,25000
Liechtenstein,Jens Hofer,SC Düdingen,False,28,,0
Liechtenstein,Severin Schlegel,FC Balzers,False,21,,0
Liechtenstein,Maximilian Göppel,FC Freienbach,False,28,,0
Liechtenstein,Sandro Wolfinger,FC Balzers,False,34,,0
Liechtenstein,Andrin Netzer,FC Dornbirn,False,24,,0
Liechtenstein,Fabio Wolfinger,FC Balzers,False,29,,0
Liechtenstein,Aron Sele,SC YF Juventus Zürich,False,29,,0
Liechtenstein,Jonas Weissenhofer,VfB Hohenems,False,19,,0
Liechtenstein,Nicolas Hasler,FC Vaduz,False,34,€50k,50000
Liechtenstein,Livio Meier,USV Eschen/Mauren,False,28,,0
Liechtenstein,Liam Kranz,FC Schaan,False,22,,0
Liechtenstein,Alessio Hasler,FC Vaduz,False,20,€75k,75000
Liechtenstein,Dennis Salanović,FC Linth 04,False,30,€100k,100000
Liechtenstein,Emanuel Zünd,Meyrin FC,False,21,,0
Liechtenstein,Kenny Kindle,FC Balzers,False,22,,0
Liechtenstein,Ferhat Saglam,Eintracht Hohkeppel,False,24,,0
Liechtenstein,Willy Pizzi,USV Eschen/Mauren,False,31,,0
Liechtenstein,Fabio Luque-Notaro,1.FC Schweinfurt 05,False,20,€50k,50000
Romania,Ionuț Radu,Celta de Vigo,True,28,€5.00m,5000000
Romania,Ștefan Târnovanu,FCSB,False,25,€4.50m,4500000
Romania,Marian Aioani,FC Rapid 1923,False,26,€1.30m,1300000
Romania,Radu Drăgușin,Tottenham Hotspur,True,24,€22.00m,22000000
Romania,Virgil Ghiță,Hannover 96,False,27,€2.00m,2000000
Romania,Vladimir Screciu,Universitatea Craiova,False,26,€2.00m,2000000
Romania,Bogdan Racovițan,Raków Częstochowa,False,25,€1.50m,1500000
Romania,Adrian Rus,Universitatea Craiova,False,29,€1.20m,1200000
Romania,Lisav Naif Eissat,Maccabi Haifa,False,21,€600k,600000
Romania,Nicușor Bancu,Universitatea Craiova,False,33,€1.00m,1000000
Romania,Alexandru Chipciu,FC Universitatea Cluj,False,36,€300k,300000
